职位分类,关键词,工作名称,公司名称,地区,学历,薪资,经验要求,公司性质,公司规模,工作类型
人工智能工程师,人工智能,飞控系统算法工程师,北京国科启明教育科技有限公司,北京,硕士,8000-15000,无经验,民营,,全职
人工智能工程师,人工智能,产品销售经理(陕西区域_西安),,西安,本科,10000-20000,3-5年,民营,100-299人,全职
人工智能工程师,人工智能,26校招-算法工程师（西安）(J11945),北京国科启明教育科技有限公司,北京,本科,15000-20000,无经验,上市公司,,全职
人工智能工程师,人工智能,AI 算法工程师,苏州随飞科技有限公司,苏州,硕士,10000-20000,3-5年,外商独资,100-299人,全职
人工智能工程师,人工智能,产品销售经理(陕西区域_西咸新区),,西安,硕士,10000-20000,3-5年,民营,,全职
人工智能工程师,人工智能,算法测试工程师-广告行业,陕西璞乐云网络科技有限公司,西安,本科,13000-20000,3-5年,港澳台公司,20-99人,全职
人工智能工程师,人工智能,【华为校招】AI/算法工程师,,西安,本科,15000-30000,无经验,民营,,全职
人工智能工程师,人工智能,AI软件开发,陕西璞乐云网络科技有限公司,西安,本科,10000-16000,无经验,民营,10000人以上,校园
人工智能工程师,人工智能,高级算法工程师,成都华为,成都,本科,25000-45000,5-10年,民营,,校园
人工智能工程师,人工智能,校企合作经理（陕西-专业共建、产业学院）,,西安,本科,11000-20000,5-10年,上市公司,100-299人,校园
人工智能工程师,人工智能,智能算法工程师,成都华为,成都,本科,12000-24000,3-5年,国企,,校园
人工智能工程师,人工智能,雷达信号处理算法工程师,西安山海鲲鸿信息科技有限公司,西安,硕士,10000-20000,1-3年,股份制企业,500-999人,全职
人工智能工程师,人工智能,算法工程师,,西安,硕士,6000-8000,1-3年,国企,,全职
人工智能工程师,人工智能,控制算法软件工程师,西安山海鲲鸿信息科技有限公司,西安,大专,25000-40000,5-10年,民营,500-999人,全职
人工智能工程师,人工智能,营销主管,陕西亨泰利企业管理集团有限公司,西安,大专,8000-10000,3-5年,民营,,全职
人工智能工程师,人工智能,信号处理算法工程师,,西安,硕士,12000-24000,3-5年,民营,500-999人,全职
人工智能工程师,人工智能,算法工程师,陕西亨泰利企业管理集团有限公司,西安,硕士,10000-20000,无经验,民营,,全职
人工智能工程师,人工智能,H16597岗 显示效果工程师,北京华晟经世信息技术股份有限公司,北京,本科,15000-22000,3-5年,民营,100-299人,全职
人工智能工程师,人工智能,课程研发,,西安,本科,4000-8000,3-5年,其它,,全职
人工智能工程师,人工智能,计算机视觉算法工程师,北京华晟经世信息技术股份有限公司,北京,本科,8000-16000,1-3年,民营,100-299人,全职
人工智能工程师,人工智能,雷达算法工程师,西安翔腾微电子科技有限公司,西安,本科,15000-25000,3-5年,上市公司,,全职
人工智能工程师,人工智能,AI算法工程师(004432),,西安,本科,,5-10年,国企,1000-9999人,全职
人工智能工程师,人工智能,机械视觉开发工程师,西安翔腾微电子科技有限公司,西安,本科,16000-18000,3-5年,国企,,全职
人工智能工程师,人工智能,销售经理,陕西海嵘工程科技集团股份有限公司,西安,大专,5000-10000,1-3年,民营,20-99人,全职
人工智能工程师,人工智能,先进显示算法,,西安,大专,30000-45000,3-5年,上市公司,,全职
人工智能工程师,人工智能,智慧体育销售经理,陕西高端装备与智能制造产业研究院有限公司,西安,大专,8000-16000,3-5年,国企,20-99人,全职
人工智能工程师,人工智能,软件销售顾问,,西安,大专,8000-15000,1-3年,民营,,全职
人工智能工程师,人工智能,AI应用开发工程师,陕西高端装备与智能制造产业研究院有限公司,西安,本科,13000-26000,3-5年,民营,20-99人,全职
人工智能工程师,人工智能,算法专家,融域智慧(西安)智能科技有限公司,西安,本科,30000-40000,10年以上,上市公司,,全职
人工智能工程师,人工智能,应届生,,西安,本科,6000-8000,无经验,民营,20-99人,全职
人工智能工程师,人工智能,视觉算法工程师,融域智慧(西安)智能科技有限公司,西安,本科,15000-25000,3-5年,上市公司,,全职
人工智能工程师,人工智能,CAD二次开发工程师,拓扑联创(北京)科技有限公司,北京,硕士,19000-20000,3-5年,国企,1000-9999人,全职
人工智能工程师,人工智能,算法,,西安,硕士,8000-12000,无经验,民营,,全职
人工智能工程师,人工智能,算法工程师,拓扑联创(北京)科技有限公司,北京,本科,13000-25000,无经验,股份制企业,500-999人,全职
人工智能工程师,人工智能,深度学习算法工程师,特变电工新能源公司,西安,本科,12000-23000,1-3年,民营,,全职
人工智能工程师,人工智能,机器学习实习生,,西安,硕士,5000-6000,无经验,民营,1000-9999人,全职
人工智能工程师,人工智能,信号处理算法工程师,特变电工新能源公司,西安,硕士,10000-20000,3-5年,民营,,全职
人工智能工程师,人工智能,高级深度学习算法工程师,西安格蒂电力有限公司,西安,本科,15000-30000,1-3年,民营,1000-9999人,全职
人工智能工程师,人工智能,AI图像识别算法工程师,,西安,本科,24000-40000,5-10年,民营,,全职
人工智能工程师,人工智能,遥感算法工程师,西安格蒂电力有限公司,西安,本科,10000-20000,5-10年,股份制企业,10000人以上,全职
人工智能工程师,人工智能,雷达算法工程师,合众思壮,西安,本科,18000-20000,1-3年,股份制企业,,全职
人工智能工程师,人工智能,算法工程师,,西安,硕士,10000-20000,1-3年,民营,20人以下,全职
人工智能工程师,人工智能,算法工程师,合众思壮,西安,硕士,15000-25000,3-5年,民营,,全职
人工智能工程师,人工智能,ISP算法工程师(J10033),中国电建集团西北勘测设计研究院有限公司,西安,硕士,15000-30000,3-5年,民营,20-99人,全职
人工智能工程师,人工智能,毫米波雷达信号处理工程师,,西安,硕士,15000-30000,5-10年,民营,,全职
人工智能工程师,人工智能,光学工程师（脑机接口复合式仿生眼方向）,西安领跑芯动科技股份有限公司,西安,硕士,15000-25000,3-5年,上市公司,20-99人,全职
人工智能工程师,人工智能,软件工程师,,西安,硕士,15000-25000,5-10年,民营,,全职
人工智能工程师,人工智能,行业AI技术研究员（实习生）,西安领跑芯动科技股份有限公司,西安,本科,130-150,无经验,国企,100-299人,全职
人工智能工程师,人工智能,外内专利部组长（通信领域）-M3,镭神技术(深圳)有限公司,深圳,本科,20000-30000,5-10年,民营,,全职
人工智能工程师,人工智能,算法工程师,,西安,本科,15000-22000,1-3年,民营,1000-9999人,实习
人工智能工程师,人工智能,计算机销售工程师,镭神技术(深圳)有限公司,深圳,本科,8000-16000,无经验,民营,,实习
人工智能工程师,人工智能,外内专利代理人（通信领域）-P3,中国移动研究院,西安,硕士,15000-30000,3-5年,民营,300-499人,全职
人工智能工程师,人工智能,图像处理软件工程师,,西安,硕士,9000-18000,3-5年,民营,,全职
人工智能工程师,人工智能,算法工程师（西安）,中国移动研究院,西安,本科,10000-18000,3-5年,国企,20-99人,全职
人工智能工程师,人工智能,深度学习工程师（系统仿真方向）,北京中博世达专利商标代理有限公司,北京,本科,14000-20000,3-5年,其它,,全职
人工智能工程师,人工智能,图像处理工程师,,西安,大专,18000-25000,无经验,股份制企业,20人以下,全职
人工智能工程师,人工智能,AI大模型应用及Agent开发工程师,北京中博世达专利商标代理有限公司,北京,大专,15000-23000,3-5年,民营,,全职
人工智能工程师,人工智能,算法工程师,北京美能环保科技有限公司,北京,硕士,18000-35000,5-10年,民营,300-499人,全职
人工智能工程师,人工智能,软件算法工程师,,西安,硕士,7000-9000,无经验,国企,,全职
人工智能工程师,人工智能,销售经理,北京美能环保科技有限公司,北京,硕士,4000-8000,1-3年,民营,20人以下,全职
人工智能工程师,人工智能,算法工程师,西安卓峰信息科技有限公司,西安,硕士,7000-12000,无经验,民营,,全职
人工智能工程师,人工智能,图像算法工程师,,西安,硕士,15000-25000,1-3年,民营,500-999人,全职
人工智能工程师,人工智能,算法工程师,西安卓峰信息科技有限公司,西安,硕士,18000-30000,无经验,民营,,全职
人工智能工程师,人工智能,多源传感融合算法,北京中博世达专利商标代理有限公司,北京,本科,17000-30000,1-3年,民营,20-99人,全职
人工智能工程师,人工智能,视觉工程师,,西安,本科,10000-20000,1-3年,民营,,全职
人工智能工程师,人工智能,AI开发工程师(数据训练+微调),陕西博导优品网络科技有限公司,西安,本科,15000-20000,1-3年,民营,100-299人,全职
人工智能工程师,人工智能,销售导购,,西安,本科,8000-13000,无经验,民营,,全职
人工智能工程师,人工智能,销售经理-智慧图书馆方向,陕西博导优品网络科技有限公司,西安,大专,8000-15000,3-5年,股份制企业,20-99人,全职
人工智能工程师,人工智能,指控系统（算法）开发工程师(J10123),西安家美莱定家居有限公司,西安,大专,15000-30000,5-10年,民营,,全职
人工智能工程师,人工智能,电磁算法工程师,,西安,本科,18000-30000,1-3年,民营,20-99人,全职
人工智能工程师,人工智能,技术型销售工程师(J10048),西安家美莱定家居有限公司,西安,本科,10000-15000,1-3年,民营,,全职
人工智能工程师,人工智能,AI 视觉算法工程师(J10038),北京金至科技股份有限公司,北京,硕士,15000-30000,3-5年,民营,1000-9999人,全职
人工智能工程师,人工智能,飞控算法工程师,,西安,硕士,14000-28000,1-3年,民营,,全职
人工智能工程师,人工智能,销售经理,北京金至科技股份有限公司,北京,硕士,8000-15000,无经验,国企,100-299人,全职
人工智能工程师,人工智能,中央空调自控算法工程师,烟台睿创微纳技术股份有限公司,西安,硕士,12000-20000,3-5年,民营,,全职
人工智能工程师,人工智能,图像算法工程师,,西安,本科,10000-16000,1-3年,合资,300-499人,全职
人工智能工程师,人工智能,风电销售经理,烟台睿创微纳技术股份有限公司,西安,本科,10000-20000,3-5年,国企,,全职
人工智能工程师,人工智能,深度学习算法工程师,西安瀚博电子科技有限公司,西安,硕士,15000-30000,1-3年,民营,1000-9999人,全职
人工智能工程师,人工智能,算法总师,,西安,硕士,30000-60000,5-10年,民营,,全职
人工智能工程师,人工智能,算法工程师（直流侧）,西安瀚博电子科技有限公司,西安,本科,20000-30000,5-10年,上市公司,20-99人,全职
人工智能工程师,人工智能,国内专利代理人（通信领域）-P2,上海山源电子科技股份有限公司,上海,本科,10000-20000,1-3年,民营,,全职
人工智能工程师,人工智能,算法工程师-西安,,西安,本科,8000-12000,无经验,民营,500-999人,全职
人工智能工程师,人工智能,python深度学习工程师(中级),上海山源电子科技股份有限公司,上海,本科,10000-15000,3-5年,民营,,全职
人工智能工程师,人工智能,国内专利代理人（通信领域）-P3,烟台睿创微纳技术股份有限公司,西安,本科,15000-30000,3-5年,民营,20-99人,全职
